target,ensembl_id,overall_association_score,genetic_association,genetic_literature,rna_expression,animal_model,known_drug
TRIM33,ENSG00000197323,0.0750041782868453,0.0,0.0,0.0,0.0,0.0
KERA,ENSG00000139330,0.07500253570971338,0.0,0.0,0.0,0.5834311864678727,0.0
PTGER2,ENSG00000125384,0.07483992057365212,0.0,0.0,0.0,0.0,0.0
WNT5B,ENSG00000111186,0.0748335804652423,0.06343286396328329,0.0,0.0,0.5278815098361109,0.0
CTSZ,ENSG00000101160,0.07481938835950296,0.0,0.0,0.0,0.0,0.0
TOB2,ENSG00000183864,0.0748064140533821,0.0,0.0,0.0,0.6068953057066558,0.0
KIAA1217,ENSG00000120549,0.0747678525019886,0.0,0.0,0.0,0.614937200054095,0.0
FNDC5,ENSG00000160097,0.0747285418048552,0.0,0.0,0.0,0.0,0.0
LCAT,ENSG00000213398,0.07472699339583179,0.0,0.0,0.0,0.0,0.0
DLL1,ENSG00000198719,0.07472350291942643,0.0,0.0,0.0,0.5993741716352374,0.0
MIF,ENSG00000240972,0.07470749370911442,0.0,0.0,0.0,0.0,0.0
NFKB1,ENSG00000109320,0.07466210741299584,0.0,0.0,0.0,0.0,0.0
GBA1,ENSG00000177628,0.07453635178745693,0.0,0.0,0.0,0.5208143143138758,0.0
HOXA5,ENSG00000106004,0.0743040297843593,0.0,0.0,0.0,0.5377907818371803,0.0
UBAP2,ENSG00000137073,0.07428555079162505,0.0,0.0,0.0,0.0,0.0
NACC1,ENSG00000160877,0.07417057039238983,0.0,0.0,0.0,0.6100247814700612,0.0
NRARP,ENSG00000198435,0.07407591688516224,0.0,0.0,0.0,0.6092462923097862,0.0
NOTCH2,ENSG00000134250,0.0739587119537929,0.0,0.0,0.0,0.5804929801923747,0.0
NOTUM,ENSG00000185269,0.07393478620547643,0.0,0.0,0.0,0.5693677206831239,0.0
BCR,ENSG00000186716,0.07391597093694036,0.0,0.0,0.0,0.0,0.0
REPIN1,ENSG00000214022,0.07391597093694036,0.0,0.0,0.0,0.0,0.0
PAPPA,ENSG00000182752,0.07371686920082711,0.0,0.0,0.0,0.6017337804420645,0.0
MTF2,ENSG00000143033,0.07358663422198801,0.0,0.0,0.0,0.6006626471868421,0.0
METTL3,ENSG00000165819,0.07337390751066396,0.0,0.0,0.0,0.0,0.0
DKK2,ENSG00000155011,0.0733221608247542,0.0,0.0,0.0,0.5867510121187968,0.0
CALCA,ENSG00000110680,0.073291677635306,0.0,0.0,0.0,0.4683954812898137,0.0
SUZ12,ENSG00000178691,0.07306593727116553,0.0,0.0,0.0,0.6009395934390874,0.0
MMP9,ENSG00000100985,0.0729877190579545,0.0,0.0,0.0,0.0,0.0
ENPP1,ENSG00000197594,0.07291830080169498,0.0,0.0,0.0,0.48849817676482465,0.0
AKR1A1,ENSG00000117448,0.07280908543182392,0.0,0.0,0.0,0.49730981833795124,0.0
FGFR2,ENSG00000066468,0.07275740373412957,0.0,0.0,0.0,0.0,0.0
TM4SF19,ENSG00000145107,0.0726769306537152,0.0,0.0,0.0,0.5764625837865469,0.0
PGAP1,ENSG00000197121,0.07262428934481732,0.0,0.0,0.0,0.597307206923358,0.0
TIMP1,ENSG00000102265,0.07258606205507284,0.0,0.0,0.0,0.0,0.0
CBX2,ENSG00000173894,0.07247460950367002,0.0,0.0,0.0,0.5960761470581944,0.0
L3MBTL2,ENSG00000100395,0.07247460950367002,0.0,0.0,0.0,0.5960761470581944,0.0
KIAA1143,ENSG00000163807,0.07247460950367002,0.0,0.0,0.0,0.5960761470581944,0.0
SUPT5H,ENSG00000196235,0.07247460950367002,0.0,0.0,0.0,0.5960761470581944,0.0
IL31,ENSG00000204671,0.07241829827123561,0.0,0.0,0.0,0.0,0.0
PSEN1,ENSG00000080815,0.07210574827648054,0.0,0.0,0.0,0.5900027495203883,0.0
GSTM1,ENSG00000134184,0.07208887880394975,0.0,0.0,0.0,0.49427475760480843,0.0
ANXA1,ENSG00000135046,0.07206807166351685,0.0,0.0,0.0,0.0,0.0
EPDR1,ENSG00000086289,0.07194972596133622,0.1144847204890613,0.0,0.0,0.0,0.0
PTH,ENSG00000152266,0.07156469120747096,0.0,0.0,0.0,0.3250757957528741,0.0
SATB2,ENSG00000119042,0.07146597636780676,0.0,0.0,0.0,0.34304015082229744,0.0
SF3B1,ENSG00000115524,0.07138989263017043,0.0,0.0,0.0,0.5708166224174316,0.0
SULF1,ENSG00000137573,0.0713011934650461,0.0,0.0,0.0,0.5818657646640228,0.0
HCST,ENSG00000126264,0.0712951364618721,0.0,0.0,0.0,0.586375429094639,0.0
RIPPLY1,ENSG00000147223,0.07127347497594475,0.0,0.0,0.0,0.5831576176089475,0.0
SIRT1,ENSG00000096717,0.07127091465292054,0.0,0.0,0.0,0.0,0.0
CRTAP,ENSG00000170275,0.07112802108349411,0.0,0.0,0.0,0.5585824035157295,0.0
MIR196A2,ENSG00000207924,0.07111825143697716,0.0,0.0,0.0,0.5849206169220211,0.0
MIR196B,ENSG00000283745,0.07111825143697716,0.0,0.0,0.0,0.5849206169220211,0.0
ENPP4,ENSG00000001561,0.0710201423581083,0.0,0.0,0.0,0.5841137069969581,0.0
VPS53,ENSG00000141252,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
TTC5,ENSG00000136319,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
EPCIP,ENSG00000205929,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
PITPNA,ENSG00000174238,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
GLDC,ENSG00000178445,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
AFF3,ENSG00000144218,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
DIAPH1,ENSG00000131504,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
HAND2,ENSG00000164107,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
SPOPL,ENSG00000144228,0.07093715730818166,0.0,0.0,0.0,0.5834311864678727,0.0
HOXB4,ENSG00000182742,0.07091128671835373,0.0,0.0,0.0,0.5832184106887086,0.0
HOXA9,ENSG00000078399,0.07089465562489293,0.0,0.0,0.0,0.5830816262592461,0.0
STARD5,ENSG00000172345,0.07056572955422354,0.0,0.0,0.0,0.5803763342098743,0.0
IL6ST,ENSG00000134352,0.07043824702693915,0.0,0.0,0.0,0.5604049631600025,0.0
SLIT2,ENSG00000145147,0.07022017239009334,0.0,0.0,0.0,0.0,0.0
TM4SF19-DYNLT2B,ENSG00000273331,0.07008987167092227,0.0,0.0,0.0,0.5764625837865469,0.0
TXNIP,ENSG00000265972,0.07002566667488558,0.0,0.0,0.0,0.3890301156616166,0.0
GHRHR,ENSG00000106128,0.07001410634898216,0.039596338963240704,0.0,0.0,0.5263440190750179,0.0
VRTN,ENSG00000133980,0.0698930942186974,0.0,0.0,0.0,0.5748441639516086,0.0
PPIB,ENSG00000166794,0.06962275869841933,0.0,0.0,0.0,0.5494841835713881,0.0
HOXA6,ENSG00000106006,0.0695863429393091,0.0,0.0,0.0,0.5723212511415204,0.0
SELENOK,ENSG00000113811,0.06954753705456719,0.0,0.0,0.0,0.5720020874727743,0.0
MARCO,ENSG00000019169,0.06953117417338602,0.11292966615316856,0.0,0.0,0.0,0.0
HOXB6,ENSG00000108511,0.06952002388760731,0.0,0.0,0.0,0.5717758021203299,0.0
COMMD3-BMI1,ENSG00000269897,0.06940340091124016,0.0,0.0,0.0,0.5708166224174316,0.0
USP1,ENSG00000162607,0.06938389530779847,0.0,0.0,0.0,0.5129027704616246,0.0
AKT1,ENSG00000142208,0.06938378885966384,0.0,0.0,0.0,0.0,0.0
MTNR1A,ENSG00000168412,0.06935365135635675,0.0,0.0,0.0,0.5522801369195891,0.0
CDX2,ENSG00000165556,0.06929296178997822,0.0,0.0,0.0,0.3114429476164335,0.0
CLCN1,ENSG00000188037,0.06922618942414024,0.0,0.0,0.0,0.5693591252171243,0.0
P3H1,ENSG00000117385,0.06920791164710467,0.0,0.0,0.0,0.5635094462128393,0.0
TMEM178A,ENSG00000152154,0.0691857902395804,0.0,0.0,0.0,0.5690268572622965,0.0
IRS1,ENSG00000169047,0.06917693098259273,0.0,0.0,0.0,0.5340907123593167,0.0
IL10,ENSG00000136634,0.06916690035056913,0.0,0.0,0.0,0.0,0.0
MEF2C,ENSG00000081189,0.0691105884995275,0.0,0.0,0.0,0.5056160443735852,0.0
GLMN,ENSG00000174842,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
DLG3,ENSG00000082458,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
SAPCD1,ENSG00000228727,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
TTC39B,ENSG00000155158,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
GPSM3,ENSG00000213654,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
GABRB1,ENSG00000163288,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
STPG4,ENSG00000239605,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
CNNM2,ENSG00000148842,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
ARRDC2,ENSG00000105643,0.06905969164638338,0.0,0.0,0.0,0.5679897442085377,0.0
YY2,ENSG00000230797,0.06874185297135454,0.0,0.0,0.0,0.0,0.0
HOXD9,ENSG00000128709,0.06854597564837164,0.0,0.0,0.0,0.5637646251651368,0.0
CD68,ENSG00000129226,0.06842992757400065,0.0,0.0,0.0,0.5544511253457268,0.0
ATP6V1H,ENSG00000047249,0.06826351904852161,0.0,0.0,0.0,0.5241618852509242,0.0
SLC13A4,ENSG00000164707,0.06814867730458558,0.0,0.0,0.0,0.5604969971279743,0.0
HOXD8,ENSG00000175879,0.06809324032638288,0.0,0.0,0.0,0.5600410490297656,0.0
PKD1,ENSG00000008710,0.06802496029691539,0.0,0.0,0.0,0.5338426090460249,0.0
SOSTDC1,ENSG00000171243,0.06789926223320879,0.0,0.0,0.0,0.5508465178900549,0.0
OSTF1,ENSG00000134996,0.0677162688746045,0.0,0.0,0.0,0.5409824185246414,0.0
BMP6,ENSG00000153162,0.06771483139523957,0.0,0.0,0.0,0.5271367946090366,0.0
BGN,ENSG00000182492,0.06740665767382391,0.0,0.0,0.0,0.515677788796089,0.0
SLC12A1,ENSG00000074803,0.06720415347791749,0.0,0.0,0.0,0.5481691662746613,0.0
CPZ,ENSG00000109625,0.06699507972731682,0.11020181900722996,0.0,0.0,0.0,0.0
CBS,ENSG00000160200,0.06697636212266428,0.0,0.0,0.0,0.503616627528107,0.0
GSK3B,ENSG00000082701,0.06695748146069104,0.0,0.0,0.0,0.512612314636099,0.0
ERBB2,ENSG00000141736,0.06681204424177475,0.0,0.0,0.0,0.0,0.0
